HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
Marina Bay Sands,Aug-20,1,Staycation,Please do not book here during this time.  Only 1 hour at the pool allowed per day and you don’t even get to choose the time.  V disappointing 😞. Understand that there are Health and safety procedures on place but other hotels are offering better deals.,Aug-20,,
Marina Bay Sands,Jan-20,5,The view is just breath taking,"If am going back to Singapore for holidays then definitely its Mariana Bay Sands. The shopping mall close there has everything you need from consumable goods to electronic goods and many more. I saw many great mens outfits. I had no time for exploring further but my first impression, its a great place to be.",Dec-19,,
Marina Bay Sands,Dec-20,4,Hard to beat MBS staycation during pandemic,"Our family of 2 adults and 2 kids had a thoroughly enjoyable staycation at Marina Bays Sands. Our room on Level 29 had a good city view. Looking out from our window,Apple stand was on the left and the Artmuseum was on the right. The whole complex was very crowded. Who says we are living in covid 19 restrictions?Car parking was a bit of a hazzle. So was the q for hotel check in.The restaurants were busy most meal times. Access to the infinity pool was difficult as guests were limited to one hour session per day.The Skypark observation deck on Level 57 is a must go at MBS. All in all,too much to do and to enjoy in the 2night 3 day stay.",Dec-20,,
Marina Bay Sands,Mar-20,5,A must when staying in Singapure,"Stayed at Marina Bay Sands in November 2018 and it was a great experience. Had the luck of having a high floor room facing the Gardens by the bay which has balcony and sunrise views. We were still jet lagged so we watched the sunset at the roof top jacuzzi and it’s like stoping in time on how beautiful it is. Infinity pool is of course amazing. The only downsize that I would say is the fact that the hotel is so big that we never interact with staff, asking if the stay is going well etc and had to queue for check in, however the receptionists compensate by personalising the checkin more than usual so it’s a good balance. Would definitely return",Apr-19,,
Marina Bay Sands,Jan-20,4,Impressive hotel but impersonal service,"Stayed here at the start of our honeymoon. On checking in the receptionist asked were we on holiday and we told her honeymoon. She congratulated us & when we got to the room we had a ""happy anniversary"" cake. We didnt receive anything else to mark our honeymoon so it didnt feel that special.   The room was spacious and comfortable. We stayed 2 nights and only received turn down on the first night. I found it odd that for such a large room and bathroom it was shower only - no bath. Which would have been nice to relax in after a long day walking round Singapore.  We used the pool and had no issues, busy but not crowded & just amazing views on both sides. It was the main reason we booked here for our honeymoon.  If returning to Singapore I would not stay here again. It is good for…",Dec-19,,
Marina Bay Sands,Nov-20,5,An experience in itself,I stayed at this iconic hotel in June 2019 with my husband and 3.5 years old daughter. The experience right from check-in to check-out has been just amazing. Needless  to say that the mall attached to the hotel is huge and has almost all luxury brands. the iconic infinity pool is just superb and one cannot explain in words the experience that it gives. The staff here was super helpful and did everything that we requested for in a very minimum time. Overall this place gave us a superb experience off Singapore.,Dec-19,,
Marina Bay Sands,Mar-20,5,Superb😍,"Have just spent 2 glorious days at this hotel. We could not praise this hotel enough, it’s magnificent. Everything about it is wonderful. The views from our 32nd floor room were out of this world. The room was very comfortable, spacious and spotlessly clean. Brilliant facilities, the rooftop swimming pool, sundeck and roof garden were a joy to experience, Food and dining were delicious and the staff were absolutely brilliant, they couldn’t do enough to help and please. A definite hope and wish to stay here when we next visit Singapore!",Mar-20,,
Marina Bay Sands,Mar-20,5,Unforgettable Stay,"It’s a great place to unwind and relax. Room was big and the view from our room was nice. Infinity pool view was breathtaking. Staff were kind, polite and cheerful especially Dennis and Evangela. They give us warm service while we enjoy the view of the city on the pool side.",Feb-20,,
Marina Bay Sands,Feb-20,5,Obviously this is a badge of Singapore,"At the time it was opened I was a student in a poor country and was only able to dream about... Now, traveled around the world it was still a POI we simply could not miss, stopping by in Singapore. IMHO at this moment Gardens is the best attraction and it is free)) But hotel itself gives the atmosphere you need to pay for. Recommend unless it’s your monthly income - in this case just enjoy surrounding",Feb-20,,
Marina Bay Sands,Jan-20,5,Stunning view,"The observatory deck is on the top of Marina Bay sands hotel. The view from above is stunning, we were lucky with the weather too. Worth to go up and drink a Singapore Sling on the top 🙂 for sure recommended",Jan-20,,
Marina Bay Sands,Feb-20,4,Nice hotel but a bit crazy!,"MBS is a lovely but very busy hotel.  It is not exactly a place for a peaceful, relaxing stay but we had stunning views from our room (we even had a small balcony which I wasn't expecting) and we absolutely loved spending time in the infinity pool.  Whilst the pool was always quite busy it wasn't as hectic as I expected it to be and we always managed to find sunbeds and had enough space to enjoy the pool and the views from it.  There is a fantastic selection of restaurants.  We had a lovely dinner at Adrift and really enjoyed our breakfast at Rise.  Overall, a nice place to spend a couple of nights even if it is just to try out the infinity pool!",Feb-20,,
Marina Bay Sands,Mar-20,5,Excellent experience,"The rooms are very well maintained, spacious and came with a huge balcony facing the Gardens, sea view. The bathroom and facilities were excellent. The best part was the Infinity pool up on the 57 Floor. You're swimming in the air. And you get to see Singapore from a bird's eye perspective.",Mar-20,,
Marina Bay Sands,Nov-20,5,Exceeding our expectations,"We were offered an upgrade to a better room. We had our own grand piano, gym, spa room, sauna room, game/karaoke room and own kitchen. The balcony overlooking the bay was simply spectacular and it was a one of a kind experience.",Dec-19,,
Marina Bay Sands,Sep-20,5,Great Stay for the experience,"We stayed here for 2 nights on a tour of Asia for a Honeymoon last Christmas.     We stayed in Tower 3, city facing.   Our room was huge as is everything at Marina Bay.  The hotel is geared up to keep you onsite, there is so many places to eat and play, I could have done a week there.     The roof top pool truly is amazing, yes is busy but its Marina Bay what do you expect!   We love cruising and we would class's this as a cruise ship style hotel.   If you are after an intermate & personal experience the Marina Bay probably isn't for you.   We will defiantly head back to Singapore and would stay at marina bay again.",Dec-19,,
Marina Bay Sands,Jan-20,5,Great place to finish off our trip,"Spent the last two nigths of our trip here and glad we did! Wonderful Garden Club room with access to the Lounge, excellent service and staff. LOTS of people though, especially in the infinty pool. We went up in the early morning though to avoid crowds. Food was great and room was fantastic and comfortable. Bathroom was huge!",Jan-20,,
Marina Bay Sands,Feb-20,5,girls trip,"Infinity pool - the most stunning place ever! Incredible view form the room and roof! I can't even explain. Nothing more to say! I've enjoyed with friend birthday trip in Marina , and customer service offered us better room and small birthday cake . Thank you!",Nov-19,,
Marina Bay Sands,Apr-20,4,Rooftop Pool Swim!,Spent five nights in Singapore to acclimatize to jetlag and flight arrival and departure times. Couldn’t justify 5 nights here due to the price but did opt for two nights. We were in a family room which was well appointed and quite spacious. Early check in without a problem. Got a room fridge delivered to store our alcohol and beverages as too pricey from the minibar. Great location. Ate at the Marvel restaurant for the black bunned Batman burger. Not bad.   The rooftop pool was worth the price of the rooms. Spent many hours lounging in the sun and soaking in the pool and hot tubs.,Feb-20,,
Marina Bay Sands,Feb-20,4,Good service and clean rooms,"Nice view from hotel room balcony, friendly  and helpful service crew. Due to virus, there is lesser crowd and every lift lobby was placed a hand sanitiser. Love the indoor hot pool with sauna and steam room 😊",Feb-20,,
Marina Bay Sands,Jan-20,5,Fantastic Hotel!,"Wasn’t sure if we were doing the right thing staying here but so glad we did! Had the best time, room was wonderful and the view amazing. The roof top pool was something else, open until 11pm and busy all the time. But lots of fun, everyone just wanted to get photos whatever time of the day. Breakfast buffet was so good, everything that you good possibly think of was there and so fresh and delicious! Great location right by the Gardens, Shopping Mall and River Ferry (lovely trips)",Jan-20,,
Marina Bay Sands,Jan-20,5,Ticked all the boxes!,"Worth staying just to use the infinity pool!!! Staff informative, helpful and so friendly, hotel impersonal as it’s so large, pool cold but the views also take your breath away, roof top bar (on salsa night) very lively.  Downside- wait for elevators particularly at check out time...took 25 mins to get down from floor 22 in tower 3 at 10.30 am!!!",Dec-19,,
Marina Bay Sands,Nov-20,3,Good stay at Marina Bay sands !,Had a staycation with family ! The rooms were comfortable. Enjoyed the infinity pool though we had to book tine slots in advance and they tend to get sold out pretty soon. Was happy to receive observatory tickets as a part of the staycation deal and the kids enjoyed the view ! Overall a nice experience,Oct-20,,
Marina Bay Sands,Mar-20,5,Definitely place to stay in Singapore.,"The hotel is always very busy, people everywhere and you have to wait in a line for swimming pool and breakfast. But it's a must stay anyway! Amazing view from the swimming pool and actually I believe from all the rooms without paying extra. Amazing breakfast, top quality food! Yum yum yum. I can return just for that. Feel of luxury is present, high quality customer service and friendly staff, very tidy and clean.",Nov-19,,
Marina Bay Sands,Oct-20,5,Compliment,"I would like to compliment regards to the service rendered to us during our stay on the 23rd October 2020-24th October 2020. Room No. 4359..  Thank you MBS for the awesome hospitality. We are just so lucky to bump into your awesome staff.Service is Top Notch! Kudos for your Service Quality. From the check-in, to the hotel lobby, infinity pool, Security, Rise Restaurant,housekeeper & valet parking. Thank you for making our 10th years wedding anniversary staycay a memorable one. Will definitely make a come back.  These are the few names of your staff that I manage to get that gave me an awesome service & they actually WOWed me.  1) Ms Julie; Check-in counter  2) Mr Firdaus: Infinity Pool  3) Mr Ryan: Lifeguard at Infinity Pool  4) Mr Shahdan Zainal; Security Officer 3  There are…",Oct-20,,
Marina Bay Sands,Jan-20,5,Dreamland,"This is a must see place on the globe to experience, see and taste. Vibrant, complex, textured, stimulating, and stunning Singapore will not disappoint your enthusiasm for flow of excitement and intrigue. Besides being innovative, densely populated, internationally diverse, Singapore continues to establish new standards for urban planning, land reclamation, water desalination, and financial processing.",Dec-19,,
Marina Bay Sands,Feb-20,4,A Little City,"This hotel should be experienced at least once, the sheer volume of people is staggering! A huge busy busy complex, lots of energy and movement. The iconic pool is not to be missed - fun to swim around at the top of the world! The hotel staff was very attentive, we had a snafu that they more than compensated for. Plenty of places to eat with a great variety of cuisines. Not for someone wanting a relaxing experience - but great if you want around the clock entertainment. The water show is amazing as well.",Jul-19,,
Marina Bay Sands,Sep-20,5,Iconic and living up to it.,"Obviously the most iconic hotel of Singapore. So we had to stay here :-)  The first impression when you come in, for us, was that it's huge! The lobby is immense, large and high. The reception is a bit 'American' with lines waiting to check in, but they are quite efficient. And very commercial, so they sold us an upgrade, which we really loved in the end.  The room was great. Spacious and super view of the Bay and Singapore skyline.  The famous pool is lovely to be at. It's not really a pool, in the sense that it's only about 80cm deep, so forget about swimming, but it serves very well to cool down and make super pictures. There is a great choice of restaurants in the hotel and if that's not enough, it's connected to the Mall where there are dozens more.",Feb-20,,
Marina Bay Sands,Jan-20,5,Next Level Glam,"Everything about this trip was amazing. I had heard the check in process was difficult, but that was not at all our experience. We arrived early, and our room was ready. They quickly brought up our bags. Our room’s views (Sky level room) of the city and the bay were magnificent. The building seemed to go on forever with shopping, a casino, dozens of restaurants, and the Bayfront metro stop all accessible without ever going outside! But nothing compares to the pool! Those 680 ft views absolutely take your breath away. We stayed nine nights in all, and it was a dream. We have not stopped dreaming about our trip since and plan to go back ASAP.",Jun-19,,
Marina Bay Sands,Sep-20,1,"Outdated Rooms, not a five star",Outdated rooms and old. Towels and bathrobe provided were rough and hard. Uncomfortable bed and pillows. Huge rooms but depressing. Nothing luxury and poor service. Don’t waste your money here. Stay somewhere else.,Sep-20,,
Marina Bay Sands,Mar-20,4,TOP of the world and Singapore!,Iconic!  Popular despite it’s $300 -800 room rate.  Good service.   Incredible infinity pool for unforgettable photos!  Outstanding celebrity restaurants like dbBistro and Cut.  Wish the rooms were more modern and Japanese “full service” bathrooms installed. Wish TV system was more user friendly.,Mar-20,,
Marina Bay Sands,Jan-20,5,Superb hotel,"Stayed 5 nights in a room on the 32nd floor facing Gardens by the Bay. Hotel was superb, room spacious and well equipped, bed huge and so comfortable. There are several restaurants on site something to suit everyone’s taste. The facilities were excellent and the infinity pool on the rooftop amazing. All staff were helpful, friendly and couldn’t do enough for you. Highly recommended.",Nov-19,,
Marina Bay Sands,Jan-20,5,Christmas break,"Very big hotel with a huge swimming and spa area on the roof top. Busy place at all hours similar to a small shopping mall. Gardens are well lit up at night,  Free lazor show is good. Three restaurants for food and breakfast, only one is international. Choice is limited for Halal food. Room service is good Location of the hotel is good with easy access to Singapore underground.",Dec-19,,
Marina Bay Sands,Mar-20,5,ONE OF A KIND,"Stayed at the MBS for 3 nights in late February.  Our stay was exceptional, undoubtedly enhanced by a upgrade to Premier Room due to a wedding anniversary.  The hotel is immaculate.  Our room was spacious, with fantastic views from the 44th floor.Dined at LAVO where the food and service were excellent. The infinity pool provides impressive views of the city.  This is Singapore so be prepared to dish out a few dollars more for everything.  MBS, a rewarding and unique experience in a one of a kind building.",Feb-20,,
Marina Bay Sands,Oct-20,4,Bday celebration.... 07.10.2020,"Nice hotel room with a wonderful view for the hotel room. Stayed at level 42. Really enjoyed the relaxing stay at one night with a large bath tub and bathroom area.. cleanliness is excellent.  Having a dinner at the Celavi restaurant, food is average, lack of manpower but still okay. At 11pm, we went to infinity pool to enjoy the Swimming pool - Super amazed with the view..",Oct-20,,
Marina Bay Sands,Feb-20,5,Marina Bay,"I just want to express my sincere thanks to the person who returned my daughter’s iPhone that lost in Marina Bay on 15/01/2020. We lost and found it just within hour, when we reported to information centre.  Now we’re back to Sydney Thanks one more time to all people, so many good, kind, giving people, doing the right thing.  Vincent",Jan-20,,
Marina Bay Sands,Dec-20,5,Wonderful Staycation,"Staycation was great with beautiful harbour view. Room was clean, Staffs were friendly. Good promo given with 60 credits per room/night which it can use for dining. Sad that didn't manage to access the infinity pool as it was fully book! Will definitely come back for staycation again.",Dec-20,,
Marina Bay Sands,Feb-20,5,Simply breathtaking!,Special mention to Nikki at check in desk. She was a superstar and made us feel very special. Thank you!!! Views are absolutely amazing. Time on 57th floor pool and viewing area at any time is stunning.  Our room was very spacious! Had everything you could want.  Clean. Loved it.  For us it was a once in a lifetime experience we will never forget.,Feb-20,,
Marina Bay Sands,Dec-20,1,Old dirty room for Staycation,"Super crowded at lobby, just feel like at first world hotel in Genting. Room is old and full of dust. Cleaning standard really need to improve, see photo then you’ll know what I mean. 5 star hotel but the most only 3 star for me. Don’t waste your money.",Dec-20,,
Marina Bay Sands,Aug-20,5,Great excellent staff,"Dear mbs in charge ,                   I would like to compliment one of your employee Madam Asteria,  for her excellent service 10/10 she provided for me and my friend today at the marina Bay sand infinity pool. She's really professional and friendly  staff with.she helpee me and my friend some arrangements for me my birthday today and it was really wonderfully of her!!!I hope u would recognize your staff and give her a reward she deserved !!!I'm very very happy with the service provided from your staff.. they were excellent!!!10/10 hope to visit Mbs soon again one day. Thank you once again.                             From :Mr balamurugan.",Aug-20,,
Marina Bay Sands,Mar-20,3,February Stay,"I stayed here early February for work, due to my work i had to travel and stay at hotels, this hotel has good product. My opinion, lacks human touch, i didn't feel the passion to help, and in fact i would say robotic.  This hotel will be top class hotel if they master the human portion of the business. Also, do focus on maintenance and housekeeping.",Feb-20,,
Marina Bay Sands,Nov-20,5,Heavenly,"Possibly the best stay we have had anywhere. Everything was perfect. The upgrade was very welcome, as was the surprise birthday cake when my birthday was noticed. A special little touch. The rooms were spacious and well set out. The view over Gardens by the Bay and out to sea was great. The COVID and safety precautions are well thought out and executed. The infinity pool on the 57th floor was a great place to hang out. Sadly at this time only one hour sessions are permitted and it’s best to book well ahead to secure the time slot you want. A wonderful place to stay. It felt like a real holiday away from home.",Oct-20,,
Marina Bay Sands,Jan-20,5,Not to be missed Singaporean experience in an amazing landmark building,"We stayed in a nearby hotel, but visited the foyer and the bar on the top to experience the atmosphere. Building itself is so eye-catching and fabulous to look at...especially if you've seen the film ""Crazy Rich Asians"". We booked a table at the top bar adjacent to the restaurant. If you come just before dusk, you'll be able to enjoy the earlier light show in Gardens by the Bay when the Super-trees light up. You can enjoy drinks and nice bar food whilst lapping up the spectacular sights. Not to be missed on a visit to Singapore!",Jan-20,,
Marina Bay Sands,Feb-20,5,Has to be done!,"Has to be done if for nothing more than the obligatory photo from the roof top pool. Get a garden view room - which also looks over the harbour - best views EVER! Get a room above the 22nd floor or you have to change lifts to get to the roof top. Don’t include breakfast, get that from the pool cafe on the roof top. We loved our family stay. We loved Singapore!",Jan-20,,
Marina Bay Sands,Oct-20,5,Fascinating hotel,"Have been staying in this hotel for multiple time and still look forward to visit whenever time permits.. the service staff have always been attentive, accommodative and friendly throughout.. facilities are well maintain and cleanliness is always at high standard.. great view if you are staying at high floor.. convenient location and great place for shoppers at door steps",Oct-20,,
Marina Bay Sands,Nov-20,4,Modern metropolitan hotel,"This was an enjoyable stay even though it didn't feel like we got out of the city. Did the usual activities like the infinity pool, gym, and eating at MBS. Because of COVID, everything was well-organized if you'd just follow the rules. We felt each session (gym/pool) was too short and could be longer though. Would be great to have more packages where F&B or spa are included.",Oct-20,,
Marina Bay Sands,Nov-20,5,November Staycay,"Had a night at MBS. Price wise is definitely high even though it was reduced due to no travellers during COVID era.   However, service and quality of the hotel speaks for the price itself. Everything was top notch. From front desk to the security team to its room service. Will definitely return if i have extra money. The view at the infinity pool is definitely one you have to visit once in your lifetime. Even though MBS is 10 years old, amazingly it was well maintained.   All in all, such an amazing staycaytion. Trust me, one night isnt enough! Kudos to the staff for making my stay a memorable one.",Nov-20,,
Marina Bay Sands,Mar-20,5,Stay  here!,"Everyone needs to stay here at least once in their life! Get a high floor with a view, it is really worth it. The pool is really nice although it has a spring break vibe. Service was nice and friendly throughout the hotel. The hotel is huge and kind of feels like Las Vegas, actually there is a casino connected. There is also a great mall and it is wonderful to be able to walk around the gardens and see the light show from your room at night.  My room was nice, comfortable bed and nice bathroom.",Feb-20,,
Marina Bay Sands,Jan-20,4,Short stay,We stayed just after the new year on our way back from Bali .. Although check in que was extremely long one of the staff guided me to vip check-in which was quick .. the lady was informative also ask our reason for our short stay .. since my son turned 21 & I turned 50 booking at this hotel was our gift from my hubby .. she had sent to room a cake for us too sweet she was also kind to extend our checkout as my flight was midnite with use of gym wish the pool was also excess able too ..   room was clean & huge with all amenities .. with the view of the gardens by the bay .. awesome .. porter that brought our bags up was very informative & friendly .. as the marina bay sands is known for it pool .. WOW ..only thing is not enough chairs .. totally crowded.. & service was slow .. we…,Jan-20,,
Marina Bay Sands,Jan-20,5,Epitome of Luxury,"We were on 27th floor. We had selected Garden view. After that I would have preferred City view. The much awaited part for me was the infinity pool. The view from there was just amazing. It has a different vibe altogether.   The premises encompasses everything restaurants, roof top bars, mall, games & other activities. It is very well connected by road & metro. Major Tourist attractions are nearby.   Best way to commute in Singapore is via Metro. Very well connected",Feb-19,,
Marina Bay Sands,Jul-20,3,The lifeguard at the pool section was rude,"So, I was in my room and I felt like taking a swim at the infinity pool located at the top of the building in marina bay sands and managed to enter in with my pass and as I was walking past 2 lifeguards, one of them screamed  ""oiiiiiiiiii"" out of nowhere and I was shocked and confused. It was pure rude of them, and I was affected throughout my whole journey because of this punk, I do not know his name but I do know he's a muslim. Please keep your staff disciplined before allowing them to come out to work in this industry, acting like hooligans, is simply downgrading your company reputation and image. I would not recommend anyone near the pool, or as a whole in marina bay sands! with those punks roaming around.",Mar-20,,
Marina Bay Sands,Mar-20,5,Amazing place to stay,"We had a great time at Marina Bay Sands. It had everything within walking distance such as - shops, restaurants, casino, entertainment. We had a room with sights overlooking gardens that had a light show every night which was awesome. Highly recommended.",Sep-19,,
Marina Bay Sands,Jan-20,3,Not worth the cost,We stayed here for two nights and felt it was overpriced.  The bed was hard and not comfortable. It was a nice room but not worth the money we paid. We ate at Spago and it was great. The pool was cold but worth going in. It was nice that they had an adult only section and their were plenty of lounge chairs available. I would recommend only one night so you can use the pool but won’t need to stay here again.,Jan-20,,
Marina Bay Sands,Apr-20,5,Short visit,We stayed there for 1 night only to attend an event so we didn't had much time to explore the whole hotel. Great location with superb facilities. You will be amazed how many guests this hotel can accommodate everyday. They have 2 front desk counters in each side of the wing. Accessible to their MTR also there's mall next to it with a lot of restaurant choices. We get to visit their casino as well. A must visit in Singapore so I suggest you should make it worth it. Hope to be back soon. #longoverduefeedback,May-19,,
Marina Bay Sands,Jan-20,5,Great hotel,"Must have item to stay, not just to visit. It is large like factory but everything works perfectly and the rooms are nice. Main attraction of course the pool on the top floor, access only to hotel guests. Breakfast worked well also downstairs.",Jan-20,,
Marina Bay Sands,Mar-20,5,Wonderful Stay everyone so nice,We arrived shortly before they closed down Singapore We wish them all the best. We arrived early and were offered a great room on a high floor facing the city. The view was amazing. Close to gardens by the bay which was very empty making good time as no people were there,Mar-20,,
Marina Bay Sands,Feb-20,5,Awesome Staycation,"It’s a great place to relax, room was big and the view is fantastic (it’s a garden view). The pool is amazing and staff were so accommodating and kind. Upon entry we were greeted by Dennis and Catherine they were sincere and cheerful. Dennis assist us on where is the best spot to take photo and where to get the things we need to enjoy this amazing pool. We’ll surely recommend this hotel. Great place and service. ❤️",Feb-20,,
Marina Bay Sands,Jan-20,5,A great experience in a technologie miracle!!,"A luxurius hotel with big room and excellent breakfast in one of 3 or 4 places, by the pool or at the lobby. The pool is a miracle at the 57th floor with an amazing view but little bit cold in a cloudy day. Swimming in this pool is a unique experience!! The staff was very polite. There is gym and sauna free. Of course is an expensive place with a luxurius mall but it;s worth  place to visit in Singapore,",Dec-19,,
Marina Bay Sands,Mar-20,5,ANOTHER ITEM ON BUCKET LIST TICKED OFF,"One night/ two day stay purely so I could swim in the pool. Did not disappoint. Check in was prompt and efficient, upgraded to Orchid suite on 52nd floor. The room plus views over the gardens were spectacular. Complimentary access to club lounge on 55 floor where a good range of drinks and snacks were on offer. The pool has the wow factor as expected with great service on offer. Will definitely return. Nothing too much trouble",Mar-20,,
Marina Bay Sands,Feb-20,3,Landmark but worth the money to stay?,Infinity Pool is overcrowded. It’s a great place for shopping and dining but the the room facility is not that good. I think mostly too many guests stay lack of well maintenance. Personally I won’t suggest stay here but worth to visit the place.,Jan-20,,
Marina Bay Sands,Jan-20,5,Worth the stay,"Stayed here for one night with my husband.  Excellent service and politeness of staff, could not get any better. Food was all delicious, breakfast included was amazing! Views from the roof top pool spectacular, got good sun beds while we were there right by the pool. Great it’s open early until late 6 am til 10 pm!  Rooms all spacious, comfortable and clean with lovely smelling toiletries. All in all it was an expensive nights stay but worth it for at least one night. Thacker you for a lovely stay.",Jan-20,,
Marina Bay Sands,Mar-20,4,Beautiful Marina Bay Sands,"We stayed 2 nights before going on a cruise.This hotel is very large and beautiful,with nice attention to detail. We had pre paid our stay and the only Complaint I would have is upon check in the clerk strongly urged a upgrade and when we said no he seemed a bit short. An extra 200$ per night,no thanks.The room was clean staff friendly. The roof top pool is like no other! It is expensive to stay here however we did enjoy our stay.",Feb-20,,
Marina Bay Sands,Aug-20,5,Wow!,A must-to-stay hotel in Singapore which is mostly famous for its infinity pool. There are many chic restaurants you can dine in. Also the casino is huge! The hotel is connected to the best mall of Singapore.,Sep-19,,
Marina Bay Sands,Feb-20,5,Enjoy Singapore hospitality at its best here.,"Great place to go for a dinner at the restaurant Lavo on the 57th floor. Cuisine is superb, service is excellent and the ambiance - whether you opt to sit inside or out on the balcony - is just wonderful. Looking forward to going there again!",Sep-19,,
Marina Bay Sands,Sep-20,5,Fantastic View and Pool,Always loved to come back to MBS.  The view was fantastic!  Nice stay! My kids love the pool so much and they are always looking forward to stay here. Worth the money and excellent stay as always. Staff are helpful and friendly.  We’ll surely stay again.,Aug-20,,
Marina Bay Sands,Mar-20,5,Amazing place to stay,"Everything about this location is decadent.  The rooms, views, rooftop, pool, spa, shopping and eataries.  The best part was the cafeteria in the sub level.  Everything was reasonably rpiced.  I had a garden view room and the views were specatular.  Definitely recommend staying here.  only downside is the infinity pool can get very crowded.  I recommend going VERY early like 5am/6am early if you want good pics.",Nov-19,,
Marina Bay Sands,Aug-20,5,Staycation,Infinity pool and SPAGO staff is really awesome. In the pool...uncle coach/lifeguard very friendly and humble. RISE could be better. Renku is very good. Worlds best gym experience.  Daniel Boulads dB oysters was a treat,Jul-20,,
Marina Bay Sands,Sep-20,5,Staycation at MBS,"Due to COVID shows are cancelled.   But we still have great family bonding time together.    The staff at MBS is efficient and helpful.   Will visit again.  Spotted a Jason supermarket where can easily buy fruits, drinks and deli at neighbourhood price.",Sep-20,,
Marina Bay Sands,Jan-20,5,Great service,"I’ve checked in earlier yesterday and I’m Glad I was assist by Ms Hill from front office team. She’s very accommodating, friendly and knowledgeable about the hotel. Me and my friend had a great stay. The hotel is located in nearby tourist spots, very convenient as the mrt is near also. Perfect for first time travellers in Singapore.",Jan-20,,
Marina Bay Sands,Jul-20,4,Staycation,"Room is clean and big. Nice view with balcony. Pool is definitely breathtaking with awesome views. Too sunny to swim in the day, took a swim and relax after 7pm, so windy and cool. Very nice of the hotel to give us a complimentary small slice of cake for our anniversary.",Jul-20,,
Marina Bay Sands,Dec-20,5,Excellent staff,"I would like to compliment a staff named Hannah from the front office. She is very kind and helpful and shows great initiative in her job, keep it up! Enjoyed our stay there. We stayed there on 1st December 2020.",Dec-20,,
Marina Bay Sands,May-20,5,Staycation on 27/28 March 2020,"MBS is one of the top hotels in Singapore, and the most famous, for the iconic infinity pool view.  My staycation with my wife was a wonderful experience. The service was impeccable, and the room spacious and comfortable. You can't expect anything less with a top hotel, but my oh my, they really outperformed themselves. Keep it up, team MBS!",Mar-20,,
Marina Bay Sands,Mar-20,5,A modern city with a lot of history,"A must see.  Such a phenomenal site seeing the hotel. Also the Merlion has been nicely placed here. There are plenty of places to eat or drink, and everyone will find something to there liking.  Great nightlife.  Singapore is a safe city to go late in the evening.",Sep-19,,
Marina Bay Sands,Nov-20,5,MBS Tower 3,"I stayed at MBS Tower 3 room 4416 with my family. Due to the Covid, the check in process was abit longer. Overall we are very happy with the services at MBS, the room was clean and facing the garden view. I would to say a big thank you to the housekeeper at level 44 Miss Wang Li for her sincere smile and service. We will definetely come back for another staycation.",Nov-20,,
Marina Bay Sands,Mar-20,4,Will go back!,"Just like everything else in Singapore, this hotel is very nice and worth staying in! We visited during the New Year and it was amazing experience! From beautiful suite with city views (highly recommended), to the fireworks, rooftop pool, great food... I can go on and on...  The spa, which I highly recommend, is an experience on its own. Service at its best!",Jan-20,,
Marina Bay Sands,Jan-20,5,No words!,"Must visit to complete your Singapore itinerary even if it’s for a day. Gorgeous rooms, awesome view from balcony. Breathtaking view from the top floor....nothing can beat it. Infinity pool was a super hit for non swimmers like me too!! Hospitality is beyond words. Breakfast and dinner spread are splendid.  These guys could really teach hospitality to all!  Easily connected to all attractions.  Facility to store your luggage while you enjoy the day after you check out.  Expensive but worth every penny.",Oct-19,,
Marina Bay Sands,Mar-20,5,Fantastic pool experience,"This hotel is all about the rooftop pool, but it is so worth it!  The rooms are nice and big. Choose a room facing the city and above 10th floor. We stayed in a premiere room which was huge and with a giant bathroom. The breakfast at the top floor was also fantastic. The hotel is huge and commercial but it doesn't matter to us.",Mar-20,,
Marina Bay Sands,Jan-20,5,Luxury and Comfort rolled into one,"Your Singapore experience won’t be complete without a visit or stay in one of the country’s renowned beacon. My family and I welcomed year 2020 with a nice view from our room. As expected, our room is very clean and cozy.   The structure never fail to amaze me and no doubt, Marina Bay Sands is really an epitome of success and elegance!",Dec-19,,
Marina Bay Sands,Mar-20,2,Tourist Trap,My family of four arrived excited to stay in this amazing structure. Good service on check in clean rooms. Unfortunately that’s it! No spots at the pool due to selling tickets to get in & no paying guest priorities. Then went back later to the rooftop for drinks only to be told at least 20 min wait for a drink. People sleeping on pool deck chairs in the morning to get a spot!! Over rated tourist trap!,Apr-19,,
Marina Bay Sands,Feb-20,3,Don't stay there,"Was so excited to stay at the hotel.  But the service and food are horrible. Took us more than 1 hour to check in, even though i did it prior to speed up the process lol.  ok, at the check in counter, they asked for the passport details even though at the online check in i already provided everything. So i guess their system is not interconnected between departments at all.  Service by the pool is horrible. Unfortunately, you can  feel racism. They would serve first Asians, then others. Even if you were first.  On a positive note, great views and clean rooms.",Jan-20,,
Marina Bay Sands,Nov-20,5,MBS,The last time i went to mbs was in 2019 December I went with my friends and family. i am a member of the hotel and I get special rooms for a good price. food was nice staff was amazing and the rooms were clean and nice,Dec-19,,
Marina Bay Sands,Jan-20,5,Incredible Hotel Stay,"I booked a 2 bedroom and was upgraded to one of their suites. It was so spacious, luxurious and had an incredible view of the Garden by the Bay!!! When we walked into the hotel lobby, there were so many people and the check in process was quite impersonal that I thought this is a ""one and done"" stay. Was I totally surprised by the room and I would highly recommend this hotel to anyone visiting Singapore. The pool was okay only because it was so crowded.",Dec-19,,
